"sample","detailed_category","primary disease or tissue","_primary_site","_sample_type","_gender","_study","cancer","sample.type.cancer.info","Grade","Stage","TNM.Metastasis","TNM.Node","TNM.Tumor","Cancer.Type.Detailed","Subtype"
"TCGA-BH-A0BP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BQ-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0BR-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BS-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1C","T3","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BS-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0BT-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1MI","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BT-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0BV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0BV-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0BW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A0BW-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0BZ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1A","T3","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0BZ-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0C0-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0C0-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0C1-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-BH-A0C3-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Carcinoma (NOS)","BRCA_LumB"
"TCGA-BH-A0C3-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0C7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1MI","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0DD-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Male","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma",NA
"TCGA-BH-A0DD-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Male","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DE-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DG-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DG-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DH-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DH-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DK-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DL-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Carcinoma (NOS)","BRCA_Basal"
"TCGA-BH-A0DL-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DO-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0 (I-)","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-BH-A0DP-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DQ-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DS-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DT-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DT-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DV-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0DX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DZ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0DZ-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0E0-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T3","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A0E0-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0E1-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0E1-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0E2-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0E6-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A0E7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0E9-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-BH-A0EA-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0EB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0EE-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0 (I-)","T3","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-BH-A0EI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0GY-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0GZ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H0-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0H3-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H5-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H5-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0H6-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","NX","T1B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H7-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0H9-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0H9-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0HA-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HA-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0HB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HF-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma",NA
"TCGA-BH-A0HI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HK-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A0HL-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma",NA
"TCGA-BH-A0HN-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma",NA
"TCGA-BH-A0HO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-BH-A0HQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0HW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0HX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0HY-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0RX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A0W3-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A0W4-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0W5-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0W7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A0WA-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I-)","T1C","Invasive Breast Carcinoma","BRCA_Basal"
"TCGA-BH-A18F-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18G-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A18H-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0","T1B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18I-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","CM0 (I+)","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18J-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N2","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18J-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18K-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18K-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18L-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1MI","T3","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-BH-A18L-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18M-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1","T3","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18M-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18N-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1B","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-BH-A18N-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18P-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-BH-A18P-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18Q-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1B","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A18Q-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18R-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1","T2B","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-BH-A18R-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18S-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Mixed Mucinous Carcinoma","BRCA_LumA"
"TCGA-BH-A18S-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-BH-A18T-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-BH-A18U-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
